Hugo_Symbol	Entrez_Gene_Id	MB_1	MB_2	MB_3	MB_Endothelial.cells
MIB2	142678	0.28417706489563	0.364829063415527	0.297861397266388	0.432510912418365
MMP23B	8510	0.0647153928875923	0.115973718464375	0.0396438576281071	0.0623788423836231
CDK11B	984	0.0386196747422218	0.061907947063446	0.0305276121944189	0.0364314690232277
FO704657.1	NA	0.0103459926322103	0.0105924028903246	0.0178229827433825	0
SLC35E2B	728661	0.295663177967072	0.340888887643814	0.443126678466797	0.32111856341362
CDK11A	728642	0.0723232552409172	0.101483598351479	0.0693103447556496	0.178647428750992
SLC35E2A	NA	0.0857481881976128	0.10634607821703	0.104481615126133	0.133325010538101
NADK	65220	0.428390234708786	0.516672313213348	0.495926350355148	0.555430293083191
GNB1	2782	1.13922238349915	1.15483176708221	1.38414239883423	1.22786056995392
AL109917.1	105378949	0.00673599261790514	0.00294889090582728	0.0129514737054706	0.00713948858901858
CALML6	163688	0.0033149307128042	0.00452729314565659	0.00479466421529651	0.0281296335160732
TMEM52	339456	0.0226974748075008	0.0249478090554476	0.0383230783045292	0
GABRD	2563	0.0315564200282097	0.0392206609249115	0.0582697801291943	0.170740246772766
PRKCZ	5590	0.182839766144753	0.193752810359001	0.253324419260025	0.206248864531517
PRKCZ-AS1	100506504	0.00143878697417676	0.0031330871861428	0.00217734533362091	0.0320947617292404
FAAP20	199990	0.74471241235733	0.868286311626434	0.772492527961731	1.04751479625702
AL590822.1	NA	0.00386894913390279	0.001412324141711	0.0043948832899332	0
SKI	6497	0.194664180278778	0.25969061255455	0.211618602275848	0.388461709022522
AL590822.3	NA	0.037139043211937	0.0267749931663275	0.0410161837935448	0.0760882273316383
MORN1	79906	0.114640302956104	0.107935905456543	0.140590772032738	0.0997376963496208
AL589739.1	NA	0.00306324474513531	0	0.00229318137280643	0
AL513477.2	NA	0.0140279494225979	0.0188289638608694	0.0266636610031128	0.0118729425594211
RER1	11079	0.821050047874451	0.830986857414246	0.992819607257843	0.793322801589966
PEX10	5192	0.262342572212219	0.241725251078606	0.32536244392395	0.270146250724792
PLCH2	9651	0.0561054311692715	0.0825911834836006	0.056063886731863	0.0385049283504486
PANK4	55229	0.101001605391502	0.132785990834236	0.134067997336388	0.165906742215157
HES5	388585	0.0118076698854566	0.0180033780634403	0.0112501969560981	0.0352721102535725
AL139246.5	NA	0.175331354141235	0.213173940777779	0.202551946043968	0.158008396625519
TNFRSF14-AS1	NA	0.0471968799829483	0.0831525027751923	0.058308519423008	0.0671835467219353
TNFRSF14	8764	0.663559079170227	0.933462738990784	0.591969907283783	1.03308033943176
AL139246.3	100996583	0.00445975875481963	0.0128072267398238	0.00425080489367247	0.00996252149343491
PRXL2B	127281	0.397279232740402	0.385447531938553	0.475494205951691	0.407415241003036
MMEL1	79258	0.234524503350258	0.223980128765106	0.26912385225296	0.158851593732834
TTC34	100287898	0.0171385183930397	0.0134995523840189	0.0212684068828821	0.0101505853235722
PRDM16-DT	440556	0.00584062747657299	0.00527120660990477	0.00361618096940219	0.0131316408514977
PRDM16	63976	0.00612678099423647	0.00294824410229921	0.00142247031908482	0.0412689186632633
ARHGEF16	27237	0.191848948597908	0.170336619019508	0.232324555516243	0.10805170238018
AL512413.1	NA	0.00603373488411307	0.00730282021686435	0.00729576405137777	0.0217130240052938
MEGF6	1953	0.1832215487957	0.308707028627396	0.172123029828072	0.354193180799484
AL513320.1	NA	0.000719072995707393	0	0.00229891436174512	0
TPRG1L	127262	0.258492887020111	0.288451820611954	0.314812362194061	0.328358471393585
WRAP73	49856	0.256515026092529	0.266371130943298	0.338934719562531	0.221148952841759
TP73	7161	0.0650210902094841	0.0557950213551521	0.11777238547802	0.0507454425096512
SMIM1	388588	0.363827049732208	0.37994122505188	0.385580837726593	0.259087413549423
LRRC47	57470	0.36980813741684	0.416798800230026	0.532878756523132	0.514135241508484
AL365330.1	NA	0.00169915484730154	0.00183123524766415	0.00235690735280514	0.0110330702736974
CEP104	9731	0.162441313266754	0.170153871178627	0.233380109071732	0.289939433336258
DFFB	1677	0.0431486703455448	0.051205363124609	0.0498949065804482	0.0411122590303421
C1orf174	339448	0.11304746568203	0.119767487049103	0.149544283747673	0.0858392342925072
LINC01134	100133612	0.00726915150880814	0.00302221649326384	0.00632482441142201	0
AJAP1	55966	0.00396923860535026	0.0125466091558337	0.00142024294473231	0.0106042614206672
NPHP4	261734	0.080161415040493	0.0650938153266907	0.102011904120445	0.097084179520607
KCNAB2	8514	0.231329396367073	0.408059179782867	0.177586495876312	0.322396755218506
RPL22	6146	2.21302604675293	2.38798189163208	2.39612698554993	2.46164298057556
AL031847.1	102724450	0.0229134354740381	0.0195634085685015	0.0358028672635555	0
RNF207	388591	0.117264173924923	0.120836548507214	0.173252061009407	0.103428296744823
ICMT	23463	0.415687590837479	0.412307381629944	0.470209956169128	0.556962966918945
LINC00337	NA	0.00130164436995983	0.00168448803015053	0.00301269488409162	0
GPR153	387509	0.0622319579124451	0.111158713698387	0.0535388998687267	0.112209357321262
ACOT7	11332	0.40645369887352	0.390944570302963	0.453260868787766	0.348302274942398
AL031848.2	NA	0.00812139920890331	0.00589779112488031	0.0125483628362417	0
HES2	54626	0.00401173438876867	0.00725212600082159	0.00801036506891251	0
ESPN	83715	0.340866267681122	0.264869123697281	0.500170767307281	0.209849998354912
TNFRSF25	8718	0.193203553557396	0.392776072025299	0.157844290137291	0.403210490942001
PLEKHG5	57449	0.059576727449894	0.0700888335704803	0.069971390068531	0.152875915169716
NOL9	79707	0.213304787874222	0.219371736049652	0.274764180183411	0.238375127315521
ZBTB48	3104	0.277591794729233	0.352550804615021	0.320204824209213	0.256047487258911
KLHL21	9903	0.232442542910576	0.247248888015747	0.297143936157227	0.272560834884644
PHF13	148479	0.177303373813629	0.158182665705681	0.245907932519913	0.170520335435867
THAP3	90326	0.220670357346535	0.235767289996147	0.270733416080475	0.182405978441238
DNAJC11	55735	0.330382823944092	0.371625453233719	0.423054784536362	0.366626232862473
CAMTA1-DT	NA	0.00725945131853223	0.00362002500332892	0.00968217384070158	0.00906959734857082
CAMTA1	23261	0.475529760122299	0.439196914434433	0.587417840957642	0.589026808738708
CAMTA1-IT1	NA	0.00359842134639621	0.000862154120113701	0.00184872548561543	0
AL359881.2	NA	0.00577916763722897	0.00852837972342968	0.00781399570405483	0.0133662009611726
AL359881.1	NA	0.0156689807772636	0.00844866409897804	0.0237880703061819	0.00679954001680017
VAMP3	9341	0.470284879207611	0.480091422796249	0.585482180118561	0.634844362735748
Z98884.2	NA	0.00332130817696452	0.00414946489036083	0.00218571699224412	0.00951412692666054
PER3	8863	0.171719312667847	0.144196540117264	0.242568716406822	0.165802910923958
UTS2	10911	0.0293473023921251	0.057647917419672	0.0178724601864815	0
TNFRSF9	3604	0.0254651866853237	0.053065612912178	0.0185008961707354	0.0852015614509583
PARK7	11315	1.54510796070099	1.53476357460022	1.75901758670807	1.44377338886261
AL034417.4	NA	0.00166601757518947	0.00567184062674642	0.00256681069731712	0
ERRFI1	54206	0.131235793232918	0.131684020161629	0.17158505320549	0.29932314157486
SLC45A1	50651	0.00775618432089686	0.0203776713460684	0.00993403233587742	0.0329542569816113
RERE	473	0.476181596517563	0.489362955093384	0.614754498004913	0.719533979892731
RERE-AS1	NA	0.00263229617848992	0.00650264229625463	0.00194217765238136	0
ENO1	2023	1.95179426670074	2.05084753036499	2.02130365371704	2.16716861724854
ENO1-AS1	100505975	0.00915447250008583	0.0112351840361953	0.0165816619992256	0
SLC2A5	6518	0.0325429812073708	0.0662863329052925	0.0319916792213917	0.0628326833248138
GPR157	80045	0.153305128216743	0.166577070951462	0.20777191221714	0.147595629096031
MIR34AHG	106614088	0.0469879545271397	0.0722145289182663	0.0357028804719448	0.0739171952009201
LNCTAM34A	102724571	0.0222717486321926	0.0333203226327896	0.0281139519065619	0.0397307351231575
H6PD	9563	0.284226566553116	0.412653863430023	0.313466727733612	0.407440274953842
SPSB1	80176	0.095193974673748	0.164282530546188	0.103360012173653	0.224841147661209
LINC02606	100506022	0.00222864956595004	0.00728051317855716	0.00694685056805611	0.0174941159784794
SLC25A33	84275	0.0698681771755219	0.0885650590062141	0.108307264745235	0.0910357236862183
TMEM201	199953	0.0902175754308701	0.0999514907598495	0.115555159747601	0.130788743495941
PIK3CD	5293	0.13955345749855	0.300453871488571	0.0826875194907188	0.302247226238251
PIK3CD-AS1	644997	0.00140754436142743	0.00509971473366022	0.00106260785833001	0
PIK3CD-AS2	101929074	0.0132238753139973	0.0164690017700195	0.0128934280946851	0.0383334718644619
CLSTN1	22883	0.725704252719879	0.775858700275421	0.920254766941071	0.914500296115875
CTNNBIP1	56998	0.193443953990936	0.209245666861534	0.237085893750191	0.2648985683918
AL357140.1	NA	0.00148863485082984	0.000767040299251676	0.00255604414269328	0
LZIC	84328	0.227035403251648	0.213364839553833	0.293323010206223	0.334922045469284
AL357140.2	NA	0.00596843380481005	0.00769289862364531	0.00784840900450945	0.00679954001680017
NMNAT1	64802	0.0647828653454781	0.0648521929979324	0.0843291133642197	0.0486537367105484
RBP7	116362	0.125272244215012	0.0992391556501389	0.147816389799118	0.212267175316811
UBE4B	10277	0.177287772297859	0.182958632707596	0.244445472955704	0.25638210773468
KIF1B	23095	0.147396624088287	0.156976163387299	0.167801260948181	0.190742015838623
AL139424.2	NA	0.00612718425691128	0.00721454992890358	0.0042443135753274	0
PGD	5226	0.645004868507385	0.612433135509491	0.698171079158783	0.737080812454224
CENPS	378708	0.129302427172661	0.124064415693283	0.192328229546547	0.0686034262180328
CORT	1325	0.0189015120267868	0.0245171952992678	0.0248454362154007	0.125526070594788
DFFA	1676	0.199902847409248	0.231574043631554	0.260056406259537	0.357263326644897
PEX14	5195	0.131497368216515	0.136315941810608	0.168142795562744	0.126964330673218
CASZ1	54897	0.28848397731781	0.235728517174721	0.454313397407532	0.209777668118477
C1orf127	148345	0.00530241243541241	0.00651144701987505	0.0037206441629678	0.0306816957890987
TARDBP	23435	0.674418747425079	0.633692681789398	0.856430649757385	0.608067035675049
AL109811.2	NA	0.0422646254301071	0.0701060816645622	0.0570584461092949	0.0755334049463272
SRM	6723	0.730526089668274	0.803703367710114	0.861088395118713	0.832602083683014
EXOSC10	5394	0.398671329021454	0.39080736041069	0.532696962356567	0.449251383543015
AL109811.1	NA	0.00144644547253847	0	0.00309204496443272	0.00681187026202679
EXOSC10-AS1	105376736	0.0183088071644306	0.00737779075279832	0.0201258882880211	0.00713948858901858
MTOR	2475	0.217465788125992	0.209800511598587	0.297325760126114	0.219054847955704
ANGPTL7	10218	0.0081411162391305	0.000957083364482969	0.0043886941857636	0
UBIAD1	29914	0.147389307618141	0.148227319121361	0.196360260248184	0.154231160879135
DISP3	57540	0.00959284231066704	0.00815269909799099	0.0239664800465107	0.00941450893878937
FBXO2	26232	0.0258705168962479	0.0333836115896702	0.0260949414223433	0.0360945239663124
FBXO44	93611	0.243548065423965	0.255185902118683	0.278841942548752	0.289068043231964
FBXO6	26270	0.285873502492905	0.299317300319672	0.30615234375	0.334311246871948
MAD2L2	10459	0.359722554683685	0.386681526899338	0.442542523145676	0.362153112888336
DRAXIN	374946	0.00360954809002578	0.00432908022776246	0.00553505076095462	0
AGTRAP	57085	0.750196635723114	0.875782370567322	0.757749319076538	0.909783601760864
C1orf167	284498	0.050571646541357	0.0424638800323009	0.043008454144001	0.0356035158038139
MTHFR	4524	0.122142061591148	0.173716276884079	0.12779612839222	0.22871407866478
CLCN6	1185	0.0988211557269096	0.123131178319454	0.117883540689945	0.16282245516777
AL021155.5	NA	0.014335036277771	0.0157360397279263	0.0143799483776093	0
KIAA2013	90231	0.437693655490875	0.496665954589844	0.534406542778015	0.515564262866974
PLOD1	5351	0.40906172990799	0.525976598262787	0.417833000421524	0.602827072143555
MFN2	9927	0.340623468160629	0.342317372560501	0.445418536663055	0.366951167583466
MIIP	60672	0.309661269187927	0.444365054368973	0.33475199341774	0.329000920057297
TNFRSF8	943	0.00992798618972301	0.0378656089305878	0.00625953450798988	0.037276852875948
TNFRSF1B	7133	0.309751272201538	0.633482575416565	0.191244676709175	0.583993792533875
VPS13D	55187	0.238809049129486	0.2433220744133	0.295142322778702	0.322074860334396
DHRS3	9249	0.563748896121979	0.607872724533081	0.602536022663116	0.502167284488678
AC254633.1	NA	0.00149937660899013	0.00470329122617841	0.00331460847519338	0
C1orf158	93190	0.00408242037519813	0.00512998457998037	0.00321535533294082	0
PDPN	10630	0.0936888977885246	0.18066717684269	0.0620861016213894	0.18442066013813
PRDM2	7799	0.21524241566658	0.24652686715126	0.20849521458149	0.266132086515427
KAZN	23254	0.0849875658750534	0.0766172930598259	0.125970751047134	0.100383907556534
TMEM51-AS1	200197	0.00498104933649302	0.00901835691183805	0.0037375760730356	0
TMEM51	55092	0.1031164675951	0.141341730952263	0.117458149790764	0.146254539489746
FHAD1	114827	0.00906561501324177	0.0149574121460319	0.0112861515954137	0.0184478051960468
EFHD2	79180	0.651922643184662	0.808468163013458	0.587451040744781	0.895202875137329
CTRC	11330	0.00144819659180939	0.0055893836542964	0.00113700865767896	0
CASP9	842	0.0790101662278175	0.0788045823574066	0.0954856351017952	0.0349228121340275
DNAJC16	23341	0.150955051183701	0.164984032511711	0.206530719995499	0.199879661202431
AGMAT	79814	0.0407096222043037	0.0496962442994118	0.0580465905368328	0.0460984855890274
DDI2	84301	0.304830610752106	0.311720639467239	0.451961427927017	0.238362997770309
PLEKHM2	23207	0.388665348291397	0.521034717559814	0.37545171380043	0.442040681838989
SLC25A34	284723	0.0143508687615395	0.0263975597918034	0.0172359924763441	0.0702746585011482
SLC25A34-AS1	110806303	0.0022714463993907	0.0115002114325762	0.000796519103460014	0.0315099805593491
TMEM82	388595	0.00172475283034146	0.00343010993674397	0.00206963298842311	0
FBLIM1	54751	0.158646419644356	0.187893494963646	0.164214983582497	0.391610413789749
UQCRHL	440567	0.0061461846344173	0.0120850689709187	0.0102364476770163	0.020464614033699
AL450998.2	729614	0.0185733642429113	0.0185079630464315	0.0279746986925602	0.0467153638601303
SPEN	23013	0.213760122656822	0.266868114471436	0.26019150018692	0.269886195659637
ZBTB17	7709	0.241220563650131	0.251561343669891	0.252983748912811	0.269351601600647
SRARP	149563	1.46171700954437	1.1790771484375	1.63925552368164	1.20787417888641
AL355994.3	NA	0.00420090556144714	0.000834831793326885	0.00617195898666978	0
HSPB7	27129	0.00967729184776545	0.00607572542503476	0.00705732544884086	0.0179247613996267
CLCNKA	1187	0.0265450943261385	0.0344791933894157	0.040115375071764	0.0372054129838943
CLCNKB	1188	0.0267335921525955	0.0270102620124817	0.0356704294681549	0.0455463863909245
FAM131C	348487	0.00853723473846912	0.0111061632633209	0.00994111225008965	0.00681187026202679
EPHA2	1969	0.0463835187256336	0.0652148276567459	0.0464992485940456	0.171450972557068
ARHGEF19	128272	0.170487746596336	0.202809557318687	0.209064096212387	0.250348955392838
AL109627.1	NA	0.056134819984436	0.0425107181072235	0.0685196593403816	0.0328607484698296
CPLANE2	79363	0.031355369836092	0.0363877229392529	0.0344694778323174	0.0333705320954323
FBXO42	54455	0.136494606733322	0.173994392156601	0.189680382609367	0.0838355123996735
SZRD1	26099	0.703201055526733	0.821422159671783	0.778947949409485	0.928968608379364
NECAP2	55707	0.339982807636261	0.506267011165619	0.367007970809937	0.501139163970947
LINC01772	107984921	0.00316229299642146	0.00457729957997799	0.00293132592923939	0
AL137802.2	NA	0.0714728012681007	0.071722075343132	0.11566337198019	0.0282916035503149
NBPF1	55672	0.113140776753426	0.119137145578861	0.16702039539814	0.113686539232731
CROCC	9696	0.23153018951416	0.2865090072155	0.283775359392166	0.337655365467072
BX284668.5	105376805	0.0819960609078407	0.137902468442917	0.0990521684288979	0.205818697810173
BX284668.6	NA	0.00180380255915225	0.000796764914412051	0.00413544708862901	0
MFAP2	4237	0.397469609975815	0.466359049081802	0.397116482257843	0.355497121810913
ATP13A2	23400	0.511624932289124	0.543863415718079	0.606230199337006	0.565242290496826
SDHB	6390	0.539600908756256	0.508767485618591	0.712967693805695	0.55804044008255
PADI2	11240	0.202716395258904	0.160609424114227	0.197473436594009	0.0781005322933197
PADI4	23569	0.000864925794303417	0.00507411826401949	0.00187340751290321	0
RCC2	55920	0.792157232761383	0.691817581653595	1.01560294628143	0.758208930492401
ARHGEF10L	55160	0.184505894780159	0.23005884885788	0.209962025284767	0.256311386823654
ACTL8	81569	0.00640902947634459	0.00165687978733331	0.00265358644537628	0
IGSF21	84966	0.0121262790635228	0.0131172481924295	0.0165690258145332	0
KLHDC7A	127707	0.089315377175808	0.0689996406435966	0.139825835824013	0.0471023991703987
ALDH4A1	8659	0.204833284020424	0.201741620898247	0.247552484273911	0.199538722634315
IFFO2	126917	0.069586455821991	0.1072798371315	0.0776787772774696	0.157282531261444
AL137127.1	NA	0.0110544767230749	0.0156412292271852	0.0174222588539124	0.00579378008842468
UBR4	23352	0.0996228232979774	0.122203268110752	0.0974769964814186	0.1452556848526
EMC1-AS1	101927895	0.00866418518126011	0.0130154304206371	0.011490679346025	0.0229737162590027
EMC1	23065	0.25559213757515	0.237397730350494	0.306564062833786	0.297146618366241
MRTO4	51154	0.309102296829224	0.288629949092865	0.397932320833206	0.324164241552353
AKR7A3	22977	0.477450489997864	0.352829456329346	0.590488255023956	0.343620330095291
AKR7A2	8574	0.722364246845245	0.655812978744507	0.788362741470337	0.636600077152252
SLC66A1	54896	0.160352572798729	0.212206646800041	0.184216558933258	0.18190161883831
CAPZB	832	1.13002574443817	1.26125848293304	1.16731262207031	1.4579701423645
MICOS10	440574	1.04298162460327	1.04240667819977	1.29506504535675	1.19642055034637
NBL1	4681	1.209428191185	1.562952876091	0.968290090560913	1.52202343940735
HTR6	3362	0.00290793064050376	0.000947152671869844	0.00249493704177439	0
TMCO4	255104	0.179152280092239	0.189467310905457	0.216627568006516	0.220301285386086
OTUD3	23252	0.0716082453727722	0.0640774518251419	0.106844671070576	0.114958822727203
PLA2G2A	5320	0.0230315290391445	0.0716373845934868	0.010734673589468	0.088208794593811
PLA2G5	5322	0.0029330407269299	0.00914343353360891	0.00557800196111202	0.0112917870283127
PLA2G2D	26279	0.138100177049637	0.276128470897675	0.0726119801402092	0.129249662160873
PLA2G2F	64600	0.00199398072436452	0.000838272855617106	0.00353104178793728	0
Z98257.1	117779438	0.00209625018760562	0.00197591236792505	0.0039334874600172	0
UBXN10-AS1	NA	0.0382537357509136	0.0253226421773434	0.0378720760345459	0.0208768211305141
UBXN10	127733	0.0743563175201416	0.0542270392179489	0.0982772633433342	0.0910355597734451
LINC01141	NA	0.00151808769442141	0.00381146580912173	0.00134555005934089	0
CAMK2N1	55450	0.779598116874695	0.63442462682724	0.942293524742126	0.506752133369446
MUL1	79594	0.245645552873611	0.205796763300896	0.315940171480179	0.340382665395737
FAM43B	163933	0.010785048827529	0.00820605177432299	0.00672689778730273	0.026026789098978
CDA	978	0.0566871426999569	0.0738016292452812	0.0379516147077084	0.255938977003098
PINK1	65018	0.448001682758331	0.47749799489975	0.490054458379745	0.65337872505188
PINK1-AS	100861548	0.0101574761793017	0.0108519596979022	0.0120812989771366	0.0234953872859478
DDOST	1650	0.534450471401215	0.5820232629776	0.646474599838257	0.681269705295563
KIF17	57576	0.0155434496700764	0.0226380452513695	0.0106946565210819	0.0620823949575424
HP1BP3	50809	0.691068768501282	0.778509199619293	0.87529855966568	0.7532998919487
EIF4G3	8672	0.220209702849388	0.276840150356293	0.268780589103699	0.349340826272964
ECE1	1889	0.628700375556946	0.664994120597839	0.66141414642334	1.01011741161346
NBPF3	84224	0.0475711524486542	0.0402075462043285	0.0639666840434074	0.0361633263528347
ALPL	249	0.0858172997832298	0.106985926628113	0.0792759954929352	0.149905413389206
RAP1GAP	5909	0.287023901939392	0.26086100935936	0.343436866998672	0.268953770399094
USP48	84196	0.247969537973404	0.377862364053726	0.318061053752899	0.322441041469574
LDLRAD2	401944	0.00715184304863214	0.00844686944037676	0.005127371288836	0.00549800647422671
HSPG2	3339	1.06339943408966	1.45795321464539	0.748378276824951	2.27744603157043
LINC00339	29092	0.0807234197854996	0.0795366615056992	0.0977693498134613	0.0564959235489368
CDC42	998	1.43495738506317	1.47531461715698	1.5281583070755	1.53105354309082
CDC42-AS1	NA	0.0122300004586577	0.00715994089841843	0.016946280375123	0
WNT4	54361	0.270091980695724	0.246749505400658	0.254873186349869	0.300698399543762
AL445253.1	105376845	0.0208756271749735	0.0238240826874971	0.0220073536038399	0.020049249753356
ZBTB40	9923	0.134908095002174	0.16911493241787	0.154265597462654	0.19645468890667
EPHA8	2046	0.00653234869241714	0.00453057792037725	0.00778559688478708	0
C1QA	712	1.84995090961456	2.5085027217865	1.23874533176422	2.38844799995422
C1QC	714	1.15528380870819	1.70067811012268	0.807763040065765	1.43986690044403
C1QB	713	1.85091149806976	2.44547867774963	1.36149835586548	2.19750475883484
EPHB2	2048	0.105843223631382	0.144236043095589	0.103926219046116	0.194459334015846
TEX46	729059	0.00287891994230449	0.00137700117193162	0.00394527334719896	0.00733786076307297
KDM1A	23028	0.352144330739975	0.364526063203812	0.537459492683411	0.473780781030655
LUZP1	7798	0.137159034609795	0.166124016046524	0.140675932168961	0.315851211547852
HTR1D	3352	0.00361483497545123	0.000884769367985427	0.00372602138668299	0
LINC01355	NA	0.0546227507293224	0.0786269828677177	0.100896768271923	0.0782312676310539
HNRNPR	10236	0.772277653217316	0.772614777088165	0.976047396659851	0.735891342163086
ZNF436	80818	0.0891826897859573	0.116275273263454	0.093143530189991	0.172569513320923
ZNF436-AS1	148898	0.0184349250048399	0.0169674623757601	0.0278787091374397	0.0336024053394794
AL109936.2	NA	0.0131314545869827	0.0104235447943211	0.0201271679252386	0
TCEA3	6920	0.626471877098083	0.446552783250809	0.835810005664825	0.470314711332321
ASAP3	55616	0.185504466295242	0.226868912577629	0.233526214957237	0.207540199160576
E2F2	1870	0.0553538948297501	0.046393409371376	0.111763946712017	0.0691589191555977
AL021154.1	NA	0.0124468486756086	0.0100859059020877	0.0201465617865324	0
ID3	3399	0.50237900018692	0.803514301776886	0.376104176044464	1.34390795230865
MDS2	259283	0.00128616078291088	0.00371216470375657	0.000355753989424556	0
RPL11	6135	2.84257078170776	3.08072066307068	2.89226531982422	3.06778049468994
ELOA-AS1	100506963	0.0307160280644894	0.03984484821558	0.0475507192313671	0.0269943494349718
ELOA	6924	0.24876081943512	0.234572350978851	0.341513425111771	0.315145313739777
PITHD1	57095	0.332447975873947	0.37000846862793	0.438227772712708	0.482397377490997
LYPLA2	11313	0.58761465549469	0.645047545433044	0.660721361637115	0.796527802944183
GALE	2582	0.579757630825043	0.561908185482025	0.77736496925354	0.622625708580017
HMGCL	3155	0.364906877279282	0.362513244152069	0.432782530784607	0.405704408884048
FUCA1	2517	0.369735270738602	0.492460817098618	0.411381244659424	0.437283456325531
CNR2	1269	0.00507585285231471	0.0119304340332747	0.00222266209311783	0
PNRC2	55629	0.698249876499176	0.678753256797791	0.866777062416077	0.673274338245392
SRSF10	10772	0.58158951997757	0.588564455509186	0.766050279140472	0.60135805606842
MYOM3	127294	0.00518737453967333	0.00527750421315432	0.00269592367112637	0.0257072150707245
IL22RA1	58985	0.00178200285881758	0	0.00427882606163621	0
IFNLR1	163702	0.0207807123661041	0.0271190255880356	0.0313708744943142	0.0145056024193764
